Tickers,Stock Code,Name of Securities,Category,Board Lot,ISIN,RMB Counter
8311.hk,08311,PERFECT OPT,Equity,"10,000",KYG7015H1039,
8313.hk,08313,ZACD,Equity,"10,000",SG9999017792,
8315.hk,08315,CEN PLAZA HOTEL,Equity,"10,000",KYG4080P1283,
8316.hk,08316,CHINA HONGBAO,Equity,"2,000",KYG7321A1076,
8317.hk,08317,FINET GROUP,Equity,"2,000",BMG3445E1333,
8319.hk,08319,EXPERT SYS,Equity,"10,000",KYG3313K1040,
8320.hk,08320,AEC GROUP,Equity,"20,000",KYG021581148,
8321.hk,08321,TAI KAM HLDGS,Equity,"10,000",KYG8661K1013,
8326.hk,08326,TK NEW ENERGY,Equity,"25,000",KYG8918S1057,
8328.hk,08328,XY ELEC STORAGE,Equity,"4,000",KYG9830W1096,
8329.hk,08329,NEP INTERLONG,Equity,"10,000",CNE100000775,
8331.hk,08331,P.B. GROUP,Equity,"10,000",KYG7308C1188,
8333.hk,08333,ASTRUM FIN,Equity,"5,000",KYG059551286,
8337.hk,08337,DIRECTEL,Equity,"10,000",KYG276801183,
8340.hk,08340,ZIJING INTL FIN,Equity,"5,000",KYG9360V1418,
8341.hk,08341,AESO HOLDING,Equity,"5,000",KYG0113B1288,
8347.hk,08347,F8 ENT,Equity,"8,000",KYG3675A1168,
8348.hk,08348,BINHAI TEDA,Equity,"2,000",CNE1000009Z8,
8349.hk,08349,GUIXIN GROUP,Equity,"10,000",KYG5965T1013,
8350.hk,08350,WELL LINK SEC,Equity,"8,000",KYG3313E1089,
8356.hk,08356,TSUN YIP HLDGS,Equity,"2,000",KYG2238D1126,
8357.hk,08357,REPUBLIC HC,Equity,"5,000",KYG7516A1022,
8360.hk,08360,BASIC H NEWLIFE,Equity,"6,000",KYG0149T1195,
8362.hk,08362,WINNING TOWER,Equity,"20,000",KYG9722M1024,
8363.hk,08363,SDM EDUCATION,Equity,"2,000",KYG794451057,
8365.hk,08365,HATCHER GROUP,Equity,"10,000",KYG4404T1114,
8366.hk,08366,ZJ UNITED INV,Equity,"10,000",KYG9897T1067,
8367.hk,08367,SIMPLICITY HLDG,Equity,"10,000",KYG8147A1159,
8368.hk,08368,CREATIVE CHINA,Equity,"10,000",KYG2562P1292,
8370.hk,08370,ZHI SHENG GP,Equity,800,KYG9898D1189,
8371.hk,08371,TASTEGOURMET GP,Equity,"4,000",KYG868911010,
8372.hk,08372,GBG HOLDINGS,Equity,"10,000",KYG4136R1020,
8373.hk,08373,INDIGO STAR,Equity,"5,000",KYG4790A1141,
8375.hk,08375,DATA UNION CAP,Equity,"10,000",KYG9481A1094,
8377.hk,08377,HARBOUR EQUINE,Equity,"10,000",KYG4295B1041,
8379.hk,08379,PRIME INTEL,Equity,"10,000",KYG610821061,
8385.hk,08385,PROSPEROUSPRINT,Equity,"10,000",HK0000949963,
8391.hk,08391,CORNERSTONE TEC,Equity,"4,000",KYG2423S1066,
8392.hk,08392,SATU HOLDINGS,Equity,"10,000",KYG7823H1056,
8395.hk,08395,ZXZN QI-HOUSE,Equity,"20,000",KYG9035N1025,
8400.hk,08400,ASIA PIONEER,Equity,"10,000",KYG0541R1092,
8401.hk,08401,STREAM IDEAS,Equity,"2,000",KYG8531R1048,
8402.hk,08402,PLATEAU TL,Equity,"5,000",KYG417431080,
8403.hk,08403,DOWWAY,Equity,"4,000",KYG2R05A1100,
8406.hk,08406,CHINA ORAL IND,Equity,"10,000",KYG0318A1076,
8411.hk,08411,K W NELSON GP,Equity,"10,000",KYG5335N1079,
8412.hk,08412,NEW AMANTE,Equity,"10,000",KYG090492094,
8413.hk,08413,ASIA GROCERY,Equity,"10,000",KYG0R20R1005,
8416.hk,08416,HM INTL HLDGS,Equity,"5,000",KYG452881009,
8417.hk,08417,DADI EDU,Equity,"10,000",KYG2616M1069,
8418.hk,08418,OPTIMA AUTO,Equity,"2,000",KYG677201058,
8419.hk,08419,AV PROMOTIONS,Equity,"5,000",KYG069861063,
8420.hk,08420,NEXION TECH,Equity,"5,000",KYG6528R1039,
8422.hk,08422,WT GROUP,Equity,"10,000",KYG959001176,
8423.hk,08423,CHI HO DEV,Equity,"10,000",KYG446491048,
8425.hk,08425,HING MING HLDGS,Equity,"4,000",KYG459051093,
8426.hk,08426,MODERN LIVING,Equity,"10,000",KYG618231032,
8427.hk,08427,WS-SK TARGET,Equity,400,KYG8T18R1397,
8428.hk,08428,CBK HOLDINGS,Equity,"10,000",KYG1991R1699,
8429.hk,08429,SV VISION,Equity,"5,000",KYG4760A1022,
8430.hk,08430,C&N HOLDINGS,Equity,"10,000",KYG3167E1136,
8431.hk,08431,HAO BAI INTL,Equity,"10,000",KYG428951472,
8432.hk,08432,BAR PACIFIC,Equity,"10,000",KYG1058P1063,
8436.hk,08436,TAKBO GROUP,Equity,"5,000",KYG866301032,
8437.hk,08437,RMH HOLDINGS,Equity,"8,000",KYG7610R1267,
8439.hk,08439,SOMERLEY CAP,Equity,"2,000",KYG826111075,
8445.hk,08445,NOBLE ENG GP,Equity,"10,000",KYG654431140,
8446.hk,08446,BRIGHTSTAR TECH,Equity,"2,000",KYG479741038,
8447.hk,08447,MS CONCEPT,Equity,"10,000",KYG631671032,
8448.hk,08448,UNI PRINTSHOP,Equity,"20,000",KYG9370R1552,
8450.hk,08450,EDICO HOLDINGS,Equity,"10,000",KYG3057A1067,
8451.hk,08451,SUNLIGHT HLDGS,Equity,"10,000",KYG8588E1052,
8452.hk,08452,FY FINANCIAL,Equity,"2,000",CNE100002FQ6,
8455.hk,08455,LAI GROUP,Equity,"10,000",KYG5343E1070,
8456.hk,08456,MANSION INTL,Equity,"10,000",KYG579801567,
8460.hk,08460,BASETROPHY GP,Equity,"20,000",KYG0862U1031,
8462.hk,08462,OMNIBRIDGE HLDG,Equity,"5,000",KYG675071065,
8471.hk,08471,REACH NEW HLDGS,Equity,"10,000",KYG739531047,
8472.hk,08472,LAPCO HOLDINGS,Equity,"2,000",KYG5380R1103,
8473.hk,08473,MI MING MART,Equity,"10,000",KYG148491064,
8475.hk,08475,E-STATION GTECH,Equity,"5,000",KYG525891191,
8476.hk,08476,OCEAN ONE HLDG,Equity,"2,000",KYG669791082,
8480.hk,08480,FURNIWEB,Equity,"4,000",KYG370041017,
8481.hk,08481,SHENGLONG INTL,Equity,"5,000",KYG811691073,
8482.hk,08482,WAN LEADER,Equity,"10,000",KYG943091382,
8483.hk,08483,MAX SIGHT GROUP,Equity,"8,000",KYG6053A1031,
8487.hk,08487,ISP GLOBAL,Equity,"2,000",KYG4970A1085,
8489.hk,08489,GP LOGISTICS,Equity,"5,000",KYG4065D1088,
8490.hk,08490,NICHE-TECH SEMI,Equity,"5,000",KYG6541R1065,
8491.hk,08491,COOL LINK,Equity,"5,000",KYG241891137,
8493.hk,08493,DRAGON KING GP,Equity,"12,000",KYG2831C1151,
8495.hk,08495,1957 & CO.,Equity,"4,000",KYG675711025,
8496.hk,08496,GLOBAL UIN,Equity,"2,500",KYG8237A1085,
8500.hk,08500,ICONCULTURE,Equity,"10,000",KYG4707P1054,
8501.hk,08501,SANBASE CORP,Equity,"2,000",KYG7786R1083,
8502.hk,08502,OCEAN LINE PORT,Equity,"8,000",KYG669691092,
8507.hk,08507,I.CENTURY HLDG,Equity,"4,000",KYG469111069,
8509.hk,08509,WINE'S LINK,Equity,"4,000",KYG9705R1020,
8510.hk,08510,TOPSTANDARDCORP,Equity,"20,000",KYG894351124,
8511.hk,08511,MIN FU INTL,Equity,"2,000",KYG9897F1220,
8512.hk,08512,HYFUSIN GROUP,Equity,"10,000",KYG4713A1004,
8513.hk,08513,MAXWIN INT HLDG,Equity,"20,000",KYG4120P1046,
8516.hk,08516,GRAND TALENTS,Equity,"5,000",KYG4R39W1342,
8519.hk,08519,XINXIANG ERA,Equity,"20,000",KYG7396H1103,
8521.hk,08521,WEBX INTL HLDGS,Equity,"5,000",KYG8501E1098,
8525.hk,08525,BAIYING HOLDING,Equity,"2,000",KYG0706A1076,
8526.hk,08526,WING FUNG GROUP,Equity,"10,000",KYG970591106,
8527.hk,08527,JLOGO HLDGS,Equity,"5,000",KYG514071078,
8529.hk,08529,UBOT HOLDING,Equity,"5,000",KYG91Y7K1073,
8532.hk,08532,POLYFAIR HLDGS,Equity,"8,000",KYG715921022,
8535.hk,08535,VISTAR HOLDINGS,Equity,"20,000",KYG9377R1092,
8536.hk,08536,TL NATURAL GAS,Equity,"5,000",KYG889141175,
8537.hk,08537,CHONG FAI JEWEL,Equity,"10,000",KYG2122S1185,
8540.hk,08540,VICTORY SEC,Equity,"2,000",KYG9380M1050,
8545.hk,08545,AMUSE GROUP,Equity,"8,000",KYG042491012,
8547.hk,08547,PACIFIC LEGEND,Equity,"10,000",KYG685511118,
8568.hk,08568,CHINA INFO RTS,Equity,"2,000",KYG215501845,
8569.hk,08569,HK ENT INTL,Equity,"2,500",KYG942971840,
8601.hk,08601,BOLTEK,Equity,"10,000",KYG1219A1058,
8603.hk,08603,FAMEGLOW,Equity,"10,000",KYG3313G1038,
8606.hk,08606,KINETIX SYSTEMS,Equity,"10,000",KYG5259G1047,
8611.hk,08611,MINDTELL TECH,Equity,"5,000",KYG614201088,
8612.hk,08612,WORLD SUPER,Equity,"20,000",            ,
8613.hk,08613,ORIENTAL PAY,Equity,"10,000",KYG6779G1038,
8616.hk,08616,SUNRAY ENG GP,Equity,"10,000",KYG8588D1079,
8619.hk,08619,NIU HOLDINGS,Equity,"10,000",KYG940321105,
8620.hk,08620,AE LOGISTICS,Equity,"5,000",KYG0540D1016,
8621.hk,08621,METROPOLIS CAP,Equity,"8,000",KYG6045W1069,
8622.hk,08622,HUAKANG BIOMED,Equity,"8,000",KYG4644W1069,
8623.hk,08623,CHINA SAFTOWER,Equity,"40,000",KYG2121V1124,
8627.hk,08627,ORANGE TOUR,Equity,"8,000",KYG6S70M1069,
8629.hk,08629,SYNTRUST GK,Equity,500,CNE100006L83,
8631.hk,08631,YUFENGCHANG HLD,Equity,"10,000",KYG858761110,
8635.hk,08635,ELEPHANT HLDGS,Equity,"4,000",KYG6673A1031,
8637.hk,08637,METASURFACE,Equity,"1,000",KYG9R41B1017,
8645.hk,08645,BYTE META,Equity,"6,000",KYG6561R1011,
8646.hk,08646,CHINA HONGGUANG,Equity,"3,000",KYG2164A1085,
8657.hk,08657,TRUE PARTNER,Equity,"2,000",KYG9112G1038,
8659.hk,08659,YIK WO INTL,Equity,"5,000",KYG984161037,
8668.hk,08668,YING HAI GROUP,Equity,"10,000",KYG9843B1005,
9600.hk,09600,NEWLINK TECH,Equity,800,KYG6462B1068,
9606.hk,09606,DUALITYBIO-B,Equity,100,KYG2929M1087,
9608.hk,09608,SUNDY SERVICE,Equity,"10,000",KYG8570S1049,
9616.hk,09616,NEUTECH GROUP,Equity,800,KYG6460B1086,
9618.hk,09618,JD-SW,Equity,50,KYG8208B1014,89618
9626.hk,09626,BILIBILI-W,Equity,20,KYG1098A1013,
9633.hk,09633,NONGFU SPRING,Equity,200,CNE100004272,
9636.hk,09636,JF SMARTINVEST,Equity,500,            ,
9638.hk,09638,FERRETTI,Equity,100,IT0005383291,
9639.hk,09639,WING LEE DEV,Equity,"5,000",KYG9705B1077,
9658.hk,09658,SUPER HI,Equity,"1,000",KYG8588S1049,
9660.hk,09660,HORIZONROBOT-W,Equity,600,KYG4602S1057,
9663.hk,09663,SINOSYNERGY,Equity,500,CNE100006B02,
9666.hk,09666,JINKE SERVICES,Equity,100,CNE1000048F8,
9668.hk,09668,CBHB,Equity,500,CNE100003YB7,
9669.hk,09669,BEISEN HOLDING,Equity,200,KYG0958D1060,
9676.hk,09676,SHIYUE DAOTIAN,Equity,300,CNE100006897,
9677.hk,09677,WEIHAI BANK,Equity,"1,000",CNE100004280,
9678.hk,09678,UNISOUND,Equity,20,CNE100006Z46,
9680.hk,09680,CHENQI TECH,Equity,100,KYG2087S1030,
9686.hk,09686,XIKANG CLOUD,Equity,500,KYG6461A1094,
9688.hk,09688,ZAI LAB,Equity,100,KYG9887T1168,
9689.hk,09689,JTF INTL,Equity,"4,000",KYG520041016,
9690.hk,09690,TUHU-W,Equity,100,KYG912241083,
9696.hk,09696,TIANQI LITHIUM,Equity,200,CNE100005F09,
9698.hk,09698,GDS-SW,Equity,100,KYG3902L1095,
9699.hk,09699,SF INTRA-CITY,Equity,200,CNE100004SP7,
9857.hk,09857,LINMON MEDIA,Equity,100,KYG5571U1040,
9858.hk,09858,YOURAN DAIRY,Equity,"1,000",KYG2163J1004,
9860.hk,09860,ADICON HOLDINGS,Equity,500,KYG0086A1076,
9863.hk,09863,LEAPMOTOR,Equity,100,CNE100005K77,
9866.hk,09866,NIO-SW,Equity,10,KYG6525F1028,
9868.hk,09868,XPENG-W,Equity,100,KYG982AW1003,
9869.hk,09869,HELENS,Equity,500,KYG4469K1040,
9877.hk,09877,JENSCARE-B,Equity,200,CNE100005KC9,
9878.hk,09878,HUITONGDA NET,Equity,100,CNE100005600,
9879.hk,09879,MIGAO GROUP,Equity,"1,000",KYG58Y0B1054,
9880.hk,09880,UBTECH ROBOTICS,Equity,50,CNE100006CQ4,
9881.hk,09881,RONGTA TECH,Equity,500,CNE100006XX6,
9882.hk,09882,BEST LINKING,Equity,"2,000",KYG106581138,
9885.hk,09885,YSB,Equity,200,KYG9879S1003,
9886.hk,09886,DINGDANG HEALTH,Equity,500,KYG2762W1069,
9887.hk,09887,LEADS BIOLABS-B,Equity,100,CNE1000070H8,
9888.hk,09888,BIDU-SW,Equity,50,KYG070341048,89888
9889.hk,09889,DRCB,Equity,"1,000",CNE100004QH8,
9890.hk,09890,TANWAN,Equity,200,KYG989M71072,
9893.hk,09893,PIZU GROUP,Equity,"20,000",KYG7112V1041,
9896.hk,09896,MNSO,Equity,200,KYG6180F1081,
9898.hk,09898,WB-SW,Equity,20,KYG9515T1085,
9899.hk,09899,NETEASE MUSIC,Equity,50,KYG2215N1097,
9900.hk,09900,ZCLOUD TECH-NEW,Equity,"4,000",KYG3708A1177,
9901.hk,09901,NEW ORIENTAL-S,Equity,100,KYG6470A1168,
9906.hk,09906,HONLIV HEALTH,Equity,"2,000",KYG4594A1040,
9908.hk,09908,JIAXING GAS,Equity,500,CNE100003TX1,
9909.hk,09909,POWERLONG CM,Equity,500,KYG7204G1064,
9911.hk,09911,NEWBORNTOWN,Equity,"2,000",KYG6464H1011,
9913.hk,09913,CHI KAN HLDGS,Equity,"4,000",KYG4465C1069,
9916.hk,09916,XINGYE WULIAN,Equity,"2,000",KYG9831E1089,
9918.hk,09918,WISE ALLY INTL,Equity,"2,000",KYG9722H1112,
9919.hk,09919,ACTIVATION GP,Equity,"2,000",KYG0081C1087,
9922.hk,09922,JIUMAOJIU,Equity,"1,000",KYG5141L1059,
9923.hk,09923,YEAHKA,Equity,400,KYG9835C1087,
9926.hk,09926,AKESO,Equity,"1,000",KYG0146B1032,
9928.hk,09928,TIMES NEIGHBOR,Equity,"1,000",KYG8903A1013,
9929.hk,09929,SEM HLDGS,Equity,"10,000",KYG802021074,
9930.hk,09930,HORIZON CD,Equity,"1,000",KYG4R39T1073,
9933.hk,09933,GHW INTL,Equity,"4,000",KYG3854D1051,
9936.hk,09936,XIMEI RESOURCES,Equity,"2,500",KYG9831K1040,
9938.hk,09938,WAH WO HOLDINGS,Equity,"5,000",KYG9420J1040,
9939.hk,09939,KINTOR PHARMA-B,Equity,500,KYG5273B1077,
9955.hk,09955,CLOUDR,Equity,100,KYG2216H1011,
9956.hk,09956,ANE,Equity,500,KYG1904L1014,
9958.hk,09958,LITIAN PICTURES,Equity,"1,000",KYG5579G1073,
9959.hk,09959,LINKLOGIS-W,Equity,500,KYG5571R1011,
9960.hk,09960,KINDSTAR GLOBAL,Equity,500,KYG5262E1044,
9961.hk,09961,TRIP.COM-S,Equity,50,KYG9066F1019,
9963.hk,09963,TRANSTECH,Equity,"2,000",KYG9010C1050,
9966.hk,09966,ALPHAMAB-B,Equity,"1,000",KYG0330A1013,
9968.hk,09968,HUIJING HLDGS,Equity,"2,000",KYG4644T1031,
9969.hk,09969,INNOCARE,Equity,"1,000",KYG4783B1032,
9978.hk,09978,FINELAND LIVING,Equity,"4,000",KYG3446A1067,
9979.hk,09979,GREENTOWN MGMT,Equity,"1,000",KYG4102M1033,
9982.hk,09982,CENTRALCHINA MT,Equity,"2,000",KYG206AR1059,
9983.hk,09983,CC NEW LIFE,Equity,"1,000",KYG206AA1025,
9985.hk,09985,WL DELICIOUS,Equity,200,KYG9T20T1051,
9986.hk,09986,DASHAN EDU,Equity,"2,000",KYG2660B1059,
9987.hk,09987,YUM CHINA,Equity,50,US98850P1093,
9988.hk,09988,BABA-W,Equity,100,KYG017191142,89988
9989.hk,09989,HEPALINK,Equity,500,CNE100003YN2,
9990.hk,09990,ARCHOSAUR GAMES,Equity,"1,000",KYG0512W1033,
9991.hk,09991,BAOZUN-W,Equity,100,KYG0891M1069,
9992.hk,09992,POP MART,Equity,200,KYG7170M1033,
9993.hk,09993,RADIANCE HLDGS,Equity,"1,000",KYG7339A1076,
9995.hk,09995,REMEGEN,Equity,500,CNE1000048G6,
9996.hk,09996,PEIJIA-B,Equity,"1,000",KYG6981F1090,
9997.hk,09997,KANGJI MEDICAL,Equity,500,KYG5215A1004,
9998.hk,09998,KWAN YONG,Equity,"5,000",KYG5322P1072,
9999.hk,09999,NTES-S,Equity,100,KYG6427A1022,
0011.hk,80011,HANGSENG BANK-R,Equity,100,HK0011000095,
0016.hk,80016,SHK PPT-R,Equity,500,HK0016000132,
0020.hk,80020,SENSETIME-WR,Equity,"1,000",KYG8062L1041,
0175.hk,80175,GEELY AUTO-R,Equity,"1,000",KYG3777B1032,
0291.hk,80291,CHINARES BEER-R,Equity,500,HK0291001490,
0388.hk,80388,HKEX-R,Equity,100,HK0388045442,
0700.hk,80700,TENCENT-R,Equity,100,KYG875721634,
0737.hk,80737,BAY AREA DEV-R,Equity,500,KYG8088A1168,
0883.hk,80883,CNOOC-R,Equity,"1,000",HK0883013259,
0941.hk,80941,CHINA MOBILE-R,Equity,500,HK0941009539,
0992.hk,80992,LENOVO GROUP-R,Equity,"2,000",HK0992009065,
1024.hk,81024,KUAISHOU-WR,Equity,100,KYG532631028,
1211.hk,81211,BYD CO-R-100,Equity,100,CNE100000296,
1299.hk,81299,AIA-R,Equity,200,HK0000069689,
1810.hk,81810,XIAOMI-WR,Equity,200,KYG9830T1067,
2020.hk,82020,ANTA SPORTS-R,Equity,200,KYG040111059,
2318.hk,82318,PING AN-R,Equity,500,CNE1000003X6,
2331.hk,82331,LI NING-R,Equity,500,KYG5496K1242,
2333.hk,82333,GWMOTOR-R,Equity,500,CNE100000338,
2388.hk,82388,BOC HONG KONG-R,Equity,500,HK2388011192,
2944.hk,82944,BYD CO-R-500,Equity,500,            ,
3690.hk,83690,MEITUAN-WR,Equity,100,KYG596691041,
6618.hk,86618,JD HEALTH-R,Equity,50,KYG5074A1004,
9618.hk,89618,JD-SWR,Equity,50,KYG8208B1014,
9888.hk,89888,BIDU-SWR,Equity,50,KYG070341048,
9988.hk,89988,BABA-WR,Equity,100,KYG017191142,
